Unnamed: 0,image,dataset
7228,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_2BF072F8_2BE25B78_EAD62A5D_22131_3.npy,train
22364,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_E745DCE5_31777626_7BA90F67_14705_2.npy,train
15967,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_5F7282E2_A9A41C23_F3D616FF_16564_3.npy,train
5013,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_962C8363_E05E1CA4_2A8FB5E5_17570_2.npy,train
22509,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_ECA9F3A0_36DB8CE1_810D2DE4_14885_3.npy,train
1248,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_7B1E6B4A_C550048B_0F81ABD7_19928_1.npy,val
1263,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_20143732_7C6B33AC_05AF3EB4_22922_3.npy,train
18465,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_963458D5_79E0484B_82554547_21005_3.npy,train
40101,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_70B63CC1_70A82541_B35AD2E2_26473_3.npy,train
3571,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_EBC9D437_02111254_8CFD3DC0_32111_3.npy,train
13152,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_69F82AAB_B429C3EC_FE5B6052_16834_1.npy,train
2064,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_17_4C2F206E_3913D19C_17295CDF_7883_3.npy,train
31162,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_D17AA0A4_A8DC3E72_AF7E0D75_31679_3.npy,train
35440,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_1D531121_1D44F9A1_0D5F5BA4_19665_2.npy,train
21270,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_09C86A49_09BA52C9_8C1D67F2_20942_3.npy,train
2469,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_7AB51E6E_C4E6B7AF_22E7F425_28358_2.npy,val
2497,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_99BBA5CA_E3ED3F0B_2E1F3170_11370_3.npy,val
34801,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_645440F9_64462979_0B4622C1_23682_2.npy,train
13089,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_F820587D_F81240FD_B0E6C67E_20725_2.npy,train
21837,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_2244F8EF_6C769230_B6A8332A_12248_3.npy,train
2378,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_2B1F71CE_75510B0F_BF82A817_28141_3.npy,val
1569,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_5168C77D_772642A5_FFE0A3B6_25105_3.npy,train
2759,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_9B5CD767_9B4EBFE7_2DA70CDD_34971_3.npy,val
8782,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_338E9652_7DC02F93_C7F22748_5570_1.npy,train
11212,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_36AFB3F9_80E14D3A_CB1339D1_7429_2.npy,train
1293,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_0C0991D1_0BFB7A51_61E349B4_20854_4.npy,val
8584,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_57A26475_15812131_22186270_3807_2.npy,train
6301,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_32C286CB_7CF4200C_C725B94D_25496_1.npy,train
3563,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_00137AC7_4A451408_9476AD49_2179_2.npy,train
37517,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_78595811_A860775C_5ED6A587_3572_2.npy,train
6990,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_CFDCCD5B_1A0E669C_64400381_24903_1.npy,train
15149,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_9E274E66_E858E7A7_328A844B_17248_2.npy,train
28249,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_09454021_093728A1_6E433E27_11430_2.npy,train
2474,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_22906B14_6CC20455_B6F39D96_22618_1.npy,train
3821,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_34A6BFD1_7ED85912_C909F5D6_7281_2.npy,train
32333,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_A93505CA_A926EE4A_8895DCCC_32664_3.npy,train
19312,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_3A9B6B06_3A8D5386_73614E75_29240_3.npy,train
2270,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_764DF6D1_ACAD4286_18B4E887_27272_3.npy,val
10852,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_867C3A58_D0ADD399_1ADF735F_29082_3.npy,train
3690,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_7_78E18383_78D36C03_FEAEDF67_10619_4.npy,val
6047,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_7B29B5E1_7B1B9E61_B2661C4D_20251_2.npy,train
35256,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_1B211E71_1B1306F1_C6D1B8CB_6384_2.npy,train
21025,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_90B54B6E_8F80E6B3_B3351753_20443_2.npy,train
1946,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_52E34673_52D52EF3_2A90D298_26023_2.npy,train
3500,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_B01F5DD9_4640FEFF_57893D9E_24353_1.npy,train
26478,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_5B444867_5B3630E7_A6A13A4A_19023_3.npy,train
10058,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_73960DB1_E9547DF9_787B3704_6330_2.npy,train
4316,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_243071E2_24225A62_D7FD1F91_13825_2.npy,val
28938,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_E5CAF915_E5BCE195_01D46E98_32462_3.npy,train
3559,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_52C068E0_9CF20221_E7239F3C_13069_2.npy,train
37485,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_25E1A09D_DAA288B0_2F525A90_22769_3.npy,train
6639,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_8_95556EB8_95475738_55E9A5DD_10796_2.npy,train
583,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_42392DD2_8C6AC713_D69CD019_30897_3.npy,val
24631,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_F0739BBB_F065843B_7FD4507F_36167_3.npy,train
4745,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_5FDD3282_5FCF1B02_EBE3701A_6548_3.npy,val
15871,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_B3A237C8_FDD3D109_48056A4A_5727_3.npy,train
20882,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_0D8BBDB4_57BD56F5_A1EEF3D7_29816_3.npy,train
8466,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_15576C87_5F8905C8_A9BAA369_21844_2.npy,train
3098,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_38008C24_37F274A4_CD419710_28700_3.npy,train
30924,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_11C04659_775812E4_2B6ABDE1_23191_2.npy,train
32085,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_FAD81836_FACA00B6_69D5E95D_20277_2.npy,train
29210,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_96E81A15_96DA0295_488DF722_27326_3.npy,train
13495,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_E5B8A04D_2FEA398E_7A1BD68E_14702_2.npy,train
31813,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_C6D618D9_5110CC72_FFCEBE1C_25568_3.npy,train
7935,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_B1F076B4_DD072743_800AF78A_19885_2.npy,train
29125,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_74391FB7_C4FD5B90_FD948C59_5902_3.npy,train
22791,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_EB4D84FA_0120FFB0_4C0E080D_6073_2.npy,train
11650,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_269AAFE1_70CC4922_BAFDE9E0_30168_2.npy,train
16169,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_6_B95666E3_B9484F63_01079E49_8766_2.npy,train
4219,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_DF5FE83D_2991817E_73C322A3_34224_2.npy,train
8692,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_5DBDBD9F_5DAFA61F_5E9F1D62_11137_2.npy,train
17419,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_92E875B7_DD1A0EF8_274BB665_13674_2.npy,train
5630,/scratch/alpine/cclark@xsede.org/data/dmist/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_6_78EA02B0_0FD9D4B5_3FAF57EF_8841_2.npy,train
